,Suburb,Rooms,Type,Method,SellerG,Regionname,Propertycount,Distance,CouncilArea,Bedroom2,Bathroom,Car,Landsize,BuildingArea,Price
7345,Oakleigh,3,h,S,Buxton,Southern Metropolitan,3224.0,14.0,Monash,3.0,1.0,2.0,528.0,112.0,1225000.0
7347,Oakleigh,5,h,PI,Ray,Southern Metropolitan,3224.0,14.0,Monash,5.0,3.0,2.0,695.0,305.0,1600000.0
7353,Ripponlea,2,t,S,Chisholm,Southern Metropolitan,821.0,7.4,Port Phillip,2.0,2.0,1.0,66.0,111.0,755000.0
7355,Ripponlea,2,u,S,hockingstuart,Southern Metropolitan,821.0,7.4,Port Phillip,2.0,1.0,1.0,0.0,74.0,520000.0
7356,Cremorne,2,h,S,hockingstuart,Northern Metropolitan,1123.0,2.5,Yarra,2.0,1.0,2.0,176.0,114.0,1000000.0
7358,Cremorne,1,u,PI,hockingstuart,Northern Metropolitan,1123.0,2.5,Yarra,1.0,1.0,1.0,0.0,52.0,425000.0
7359,Cremorne,3,h,S,Biggin,Northern Metropolitan,1123.0,2.5,Yarra,3.0,2.0,2.0,324.0,165.0,1280000.0
7362,Cremorne,3,h,PI,Biggin,Northern Metropolitan,1123.0,2.5,Yarra,3.0,2.0,2.0,324.0,165.0,1475000.0
7365,Cremorne,2,h,S,Biggin,Northern Metropolitan,1123.0,2.5,Yarra,2.0,1.0,1.0,131.0,80.0,1015000.0
7366,Cremorne,2,h,S,hockingstuart,Northern Metropolitan,1123.0,2.5,Yarra,2.0,1.0,1.0,125.0,68.0,930000.0
7368,Cremorne,3,h,VB,Jellis,Northern Metropolitan,1123.0,2.5,Yarra,3.0,2.0,2.0,263.0,166.0,1900000.0
7369,Cremorne,2,u,S,Jellis,Northern Metropolitan,1123.0,2.5,Yarra,2.0,1.0,1.0,0.0,75.0,662500.0
7373,Cremorne,2,t,S,hockingstuart,Northern Metropolitan,1123.0,2.5,Yarra,2.0,1.0,1.0,151.0,151.0,1010000.0
7374,Cremorne,3,h,S,Biggin,Northern Metropolitan,1123.0,2.5,Yarra,3.0,1.0,1.0,326.0,100.0,1300000.0
7375,Cremorne,3,h,S,Biggin,Northern Metropolitan,1123.0,2.5,Yarra,2.0,2.0,2.0,138.0,108.0,1300000.0
7378,Docklands,2,u,VB,RT,Southern Metropolitan,4707.0,1.9,Melbourne,2.0,2.0,2.0,0.0,128.0,800000.0
7379,South Kingsville,4,h,S,Sweeney,Western Metropolitan,984.0,9.1,Hobsons Bay,5.0,1.0,3.0,669.0,143.0,930000.0
7380,South Kingsville,2,t,SP,Greg,Western Metropolitan,984.0,9.1,Hobsons Bay,2.0,2.0,1.0,151.0,102.0,650000.0
7381,South Kingsville,3,h,S,Williams,Western Metropolitan,984.0,9.1,Hobsons Bay,3.0,1.0,5.0,669.0,124.0,985000.0
7382,South Kingsville,4,t,SP,Sweeney,Western Metropolitan,984.0,9.1,Hobsons Bay,4.0,3.0,1.0,662.0,265.0,915000.0
7387,South Kingsville,3,u,S,Sweeney,Western Metropolitan,984.0,9.1,Hobsons Bay,3.0,1.0,2.0,144.0,92.0,508000.0
7388,South Kingsville,2,h,SP,Jas,Western Metropolitan,984.0,9.1,Hobsons Bay,2.0,1.0,1.0,78.0,130.0,420000.0
7389,South Kingsville,2,u,S,Sweeney,Western Metropolitan,984.0,9.1,Hobsons Bay,2.0,1.0,1.0,126.0,83.0,506000.0
7391,South Kingsville,2,u,VB,Oak,Western Metropolitan,984.0,9.1,Hobsons Bay,2.0,1.0,1.0,78.0,62.0,380000.0
7392,South Kingsville,2,t,SP,Williams,Western Metropolitan,984.0,9.1,Hobsons Bay,2.0,1.0,1.0,228.0,100.0,611000.0
7393,Strathmore Heights,4,h,S,Nelson,Western Metropolitan,389.0,12.5,Moonee Valley,4.0,2.0,2.0,697.0,277.0,1260000.0
7394,Strathmore Heights,4,h,S,Nelson,Western Metropolitan,389.0,12.5,Moonee Valley,4.0,3.0,2.0,528.0,192.0,931999.0
7399,Travancore,3,h,S,Jellis,Western Metropolitan,1052.0,5.3,Moonee Valley,3.0,2.0,1.0,337.0,153.0,1257000.0
7400,Travancore,4,h,SP,Nelson,Western Metropolitan,1052.0,5.3,Moonee Valley,4.0,2.0,1.0,621.0,192.0,1562000.0
7402,Travancore,4,h,VB,Nelson,Western Metropolitan,1052.0,5.3,Moonee Valley,3.0,3.0,2.0,650.0,242.0,1740000.0
7403,Travancore,2,u,SP,Ray,Western Metropolitan,1052.0,5.3,Moonee Valley,2.0,1.0,1.0,0.0,51.0,315000.0
7407,Caulfield East,5,h,S,Gary,Southern Metropolitan,608.0,9.3,Glen Eira,5.0,2.0,1.0,521.0,208.0,1335000.0
7410,Seaholme,5,h,S,Greg,Western Metropolitan,852.0,12.7,Hobsons Bay,5.0,3.0,6.0,705.0,313.0,1415000.0
7412,Keilor Park,3,h,S,Nelson,Western Metropolitan,1119.0,14.5,Brimbank,3.0,1.0,1.0,696.0,132.0,720000.0
7413,Keilor Park,2,t,S,Nelson,Western Metropolitan,1119.0,14.5,Brimbank,2.0,1.0,1.0,161.0,100.0,380000.0
7415,Keilor Park,3,u,S,Barry,Western Metropolitan,1119.0,14.5,Brimbank,3.0,1.0,1.0,255.0,132.0,501000.0
7417,Keilor Park,3,h,SP,Brad,Western Metropolitan,1119.0,14.5,Brimbank,3.0,1.0,1.0,695.0,141.0,722000.0
7418,Keilor Park,4,t,S,Barry,Western Metropolitan,1119.0,14.5,Brimbank,4.0,3.0,1.0,308.0,174.0,746000.0
7420,Keilor Park,3,u,S,Nelson,Western Metropolitan,1119.0,14.5,Brimbank,3.0,1.0,1.0,166.0,136.0,455000.0
7421,Keilor Park,4,t,S,Barry,Western Metropolitan,1119.0,14.5,Brimbank,4.0,2.0,1.0,231.0,146.0,600000.0
7422,Keilor Park,3,h,S,Nelson,Western Metropolitan,1119.0,14.5,Brimbank,3.0,1.0,1.0,338.0,107.0,575000.0
7423,Keilor Park,3,h,S,Nelson,Western Metropolitan,1119.0,14.5,Brimbank,3.0,2.0,2.0,554.0,129.0,566000.0
7424,Gardenvale,3,h,PI,Nick,Southern Metropolitan,534.0,9.8,Glen Eira,3.0,2.0,2.0,236.0,193.0,1250000.0
7425,Gardenvale,2,u,SP,Biggin,Southern Metropolitan,534.0,9.8,Glen Eira,2.0,1.0,1.0,0.0,65.0,393000.0
7426,Gardenvale,2,u,S,Biggin,Southern Metropolitan,534.0,9.8,Glen Eira,2.0,1.0,1.0,0.0,75.0,440000.0
7427,Gardenvale,2,u,S,Biggin,Southern Metropolitan,534.0,9.8,Glen Eira,2.0,1.0,1.0,0.0,75.0,595000.0
7428,Gardenvale,4,h,S,hockingstuart,Southern Metropolitan,534.0,9.8,Glen Eira,4.0,3.0,3.0,474.0,230.0,2200000.0
7430,Princes Hill,4,h,S,Nelson,Northern Metropolitan,1008.0,3.7,Yarra,4.0,2.0,1.0,256.0,156.0,1908000.0
7432,Aberfeldie,3,h,S,Nelson,Western Metropolitan,1543.0,9.1,Moonee Valley,3.0,3.0,2.0,240.0,240.0,1300000.0
7433,Aberfeldie,2,h,S,Barry,Western Metropolitan,1543.0,9.1,Moonee Valley,2.0,1.0,1.0,70.0,72.3,470000.0
7434,Aberfeldie,4,h,PI,Nelson,Western Metropolitan,1543.0,9.1,Moonee Valley,4.0,2.0,2.0,746.0,161.0,1740000.0
7435,Albert Park,3,h,VB,Greg,Southern Metropolitan,3280.0,3.3,Port Phillip,3.0,1.0,1.0,178.0,116.0,1700000.0
7436,Albert Park,1,u,PI,Nelson,Southern Metropolitan,3280.0,3.3,Port Phillip,1.0,1.0,1.0,0.0,64.0,1100000.0
7442,Albert Park,3,h,S,Marshall,Southern Metropolitan,3280.0,3.3,Port Phillip,3.0,1.0,1.0,163.0,85.0,2150000.0
7445,Albert Park,2,h,S,RT,Southern Metropolitan,3280.0,3.3,Port Phillip,2.0,1.0,0.0,111.0,70.0,1190000.0
7450,Altona North,3,h,SP,Hunter,Western Metropolitan,5132.0,11.1,Hobsons Bay,3.0,1.0,2.0,606.0,109.0,916000.0
7452,Altona North,3,h,S,hockingstuart,Western Metropolitan,5132.0,11.1,Hobsons Bay,3.0,1.0,3.0,535.0,132.0,910000.0
7455,Armadale,2,u,VB,hockingstuart,Southern Metropolitan,4836.0,6.3,Stonnington,2.0,1.0,1.0,0.0,66.23,480000.0
7459,Armadale,2,u,S,Woodards,Southern Metropolitan,4836.0,6.3,Stonnington,2.0,1.0,1.0,869.0,74.0,852000.0
7462,Armadale,1,u,S,Marshall,Southern Metropolitan,4836.0,6.3,Stonnington,1.0,1.0,0.0,0.0,48.0,405000.0
7463,Ascot Vale,5,h,S,Nelson,Western Metropolitan,6567.0,5.9,Moonee Valley,5.0,3.0,3.0,468.0,274.0,2100000.0
7464,Ascot Vale,3,h,S,Nelson,Western Metropolitan,6567.0,5.9,Moonee Valley,3.0,1.0,1.0,450.0,155.0,1435000.0
7465,Ascot Vale,2,h,PI,Nelson,Western Metropolitan,6567.0,5.9,Moonee Valley,2.0,1.0,1.0,226.0,98.0,1020000.0
7468,Ascot Vale,6,h,PI,Jellis,Western Metropolitan,6567.0,5.9,Moonee Valley,6.0,3.0,2.0,1012.0,435.0,2250000.0
7469,Ascot Vale,4,t,SP,Alexkarbon,Western Metropolitan,6567.0,5.9,Moonee Valley,4.0,3.0,2.0,0.0,159.0,900000.0
7475,Ashwood,2,h,S,Barry,Southern Metropolitan,2894.0,12.2,Monash,2.0,1.0,2.0,803.0,95.0,1495000.0
7477,Ashwood,2,u,S,Marshall,Southern Metropolitan,2894.0,12.2,Monash,2.0,1.0,1.0,78.0,59.0,822000.0
7479,Ashwood,3,u,S,Jellis,Southern Metropolitan,2894.0,12.2,Monash,3.0,2.0,2.0,235.0,130.0,890000.0
7480,Avondale Heights,3,u,S,Moonee,Western Metropolitan,4502.0,10.5,Moonee Valley,3.0,2.0,1.0,292.0,150.0,765000.0
7483,Avondale Heights,4,h,SP,Nelson,Western Metropolitan,4502.0,10.5,Moonee Valley,4.0,3.0,2.0,656.0,322.0,1300000.0
7485,Avondale Heights,3,h,SP,Moonee,Western Metropolitan,4502.0,10.5,Moonee Valley,3.0,1.0,1.0,585.0,99.0,760000.0
7487,Balwyn North,2,h,S,Noel,Southern Metropolitan,7809.0,9.2,Boroondara,2.0,1.0,2.0,667.0,130.0,1900000.0
7490,Balwyn North,3,u,S,Marshall,Southern Metropolitan,7809.0,9.2,Boroondara,3.0,1.0,1.0,350.0,120.0,700000.0
7491,Balwyn North,4,h,S,Jellis,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,3.0,2.0,636.0,227.0,1890000.0
7495,Balwyn North,4,h,PI,Marshall,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,3.0,2.0,627.0,213.0,1725000.0
7497,Bellfield,3,h,S,Ray,Eastern Metropolitan,790.0,9.5,Banyule,3.0,2.0,3.0,601.0,101.51,894000.0
7506,Bentleigh,3,t,S,Buxton,Southern Metropolitan,6795.0,13.0,Glen Eira,3.0,3.0,2.0,338.0,194.0,1375000.0
7514,Bentleigh,2,u,S,Buxton,Southern Metropolitan,6795.0,13.0,Glen Eira,2.0,1.0,1.0,0.0,115.0,725000.0
7515,Bentleigh East,4,h,S,Buxton,Southern Metropolitan,10969.0,13.9,Glen Eira,4.0,3.0,2.0,635.0,200.0,1515000.0
7516,Bentleigh East,3,h,S,Buxton,Southern Metropolitan,10969.0,13.9,Glen Eira,3.0,1.0,3.0,337.0,100.0,986000.0
7522,Bentleigh East,3,t,S,hockingstuart,Southern Metropolitan,10969.0,13.9,Glen Eira,3.0,2.0,2.0,372.0,180.0,1225000.0
7526,Bentleigh East,3,h,PI,Buxton,Southern Metropolitan,10969.0,13.9,Glen Eira,3.0,1.0,1.0,294.0,105.0,810000.0
7528,Bentleigh East,2,u,SP,hockingstuart,Southern Metropolitan,10969.0,13.9,Glen Eira,2.0,1.0,1.0,1026.0,68.11,535000.0
7532,Bentleigh East,4,h,S,Woodards,Southern Metropolitan,10969.0,13.9,Glen Eira,4.0,1.0,2.0,587.0,161.0,1292000.0
7533,Bentleigh East,3,h,S,Buxton,Southern Metropolitan,10969.0,13.9,Glen Eira,3.0,1.0,2.0,589.0,158.0,1165000.0
7534,Bentleigh East,3,h,S,Ray,Southern Metropolitan,10969.0,13.9,Glen Eira,3.0,2.0,2.0,557.0,119.0,959000.0
7537,Box Hill,2,u,S,Ray,Eastern Metropolitan,4605.0,13.1,Whitehorse,2.0,1.0,1.0,171.0,80.0,780000.0
7540,Box Hill,3,h,S,Noel,Eastern Metropolitan,4605.0,13.1,Whitehorse,3.0,1.0,2.0,689.0,152.0,1760000.0
7544,Box Hill,3,h,S,Buxton,Eastern Metropolitan,4605.0,13.1,Whitehorse,3.0,2.0,2.0,693.0,158.0,2080000.0
7545,Braybrook,2,h,S,Barry,Western Metropolitan,3589.0,10.8,Maribyrnong,2.0,1.0,2.0,555.0,74.0,610000.0
7547,Braybrook,2,h,S,Douglas,Western Metropolitan,3589.0,10.8,Maribyrnong,2.0,1.0,1.0,604.0,82.0,760000.0
7549,Braybrook,3,t,SP,Barry,Western Metropolitan,3589.0,10.8,Maribyrnong,3.0,2.0,1.0,145.0,107.0,441700.0
7550,Braybrook,4,h,S,Nelson,Western Metropolitan,3589.0,10.8,Maribyrnong,4.0,3.0,2.0,475.0,319.0,1000000.0
7552,Brighton,3,h,S,Marshall,Southern Metropolitan,10579.0,11.2,Bayside,3.0,2.0,2.0,517.0,195.0,2575000.0
7553,Brighton,4,t,VB,Kay,Southern Metropolitan,10579.0,11.2,Bayside,4.0,4.0,2.0,473.0,292.0,2900000.0
7556,Brighton,3,h,PI,Nick,Southern Metropolitan,10579.0,11.2,Bayside,3.0,2.0,2.0,0.0,167.0,2225000.0
7557,Brighton,2,t,PI,Marshall,Southern Metropolitan,10579.0,11.2,Bayside,2.0,1.0,1.0,444.0,182.0,975000.0
7558,Brighton,4,h,S,Biggin,Southern Metropolitan,10579.0,11.2,Bayside,4.0,2.0,2.0,920.0,333.0,4225000.0
7559,Brighton,3,t,S,Buxton,Southern Metropolitan,10579.0,11.2,Bayside,3.0,2.0,4.0,0.0,145.0,2100000.0
7562,Brighton,2,u,PI,hockingstuart,Southern Metropolitan,10579.0,11.2,Bayside,2.0,1.0,1.0,1647.0,73.0,520000.0
7563,Brighton,4,h,VB,Kay,Southern Metropolitan,10579.0,11.2,Bayside,4.0,2.0,2.0,286.0,283.0,2000000.0
7569,Brighton,3,t,S,Buxton,Southern Metropolitan,10579.0,11.2,Bayside,3.0,2.0,2.0,0.0,189.0,1990000.0
7570,Brighton,3,h,PI,Biggin,Southern Metropolitan,10579.0,11.2,Bayside,3.0,2.0,4.0,649.0,195.0,3025000.0
7572,Brighton,3,u,S,Nick,Southern Metropolitan,10579.0,11.2,Bayside,3.0,2.0,2.0,0.0,109.0,1221000.0
7576,Brighton East,5,h,S,Marshall,Southern Metropolitan,6938.0,10.7,Bayside,5.0,2.0,2.0,780.0,206.0,2140000.0
7580,Brighton East,3,h,S,Buxton,Southern Metropolitan,6938.0,10.7,Bayside,3.0,1.0,1.0,597.0,131.0,1635000.0
7587,Brighton East,4,t,PI,Hodges,Southern Metropolitan,6938.0,10.7,Bayside,4.0,3.0,2.0,312.0,118.0,1700000.0
7588,Brighton East,5,h,PI,Hodges,Southern Metropolitan,6938.0,10.7,Bayside,5.0,3.0,2.0,583.0,271.0,1900000.0
7589,Brighton East,3,t,S,Gary,Southern Metropolitan,6938.0,10.7,Bayside,3.0,2.0,1.0,119.0,160.0,972000.0
7590,Brunswick,3,h,S,Jellis,Northern Metropolitan,11918.0,5.2,Moreland,3.0,1.0,2.0,506.0,196.8,1652000.0
7591,Brunswick,2,u,SP,Walshe,Northern Metropolitan,11918.0,5.2,Moreland,2.0,1.0,2.0,173.0,77.0,735000.0
7592,Brunswick,3,h,S,Woodards,Northern Metropolitan,11918.0,5.2,Moreland,3.0,1.0,0.0,282.0,112.0,1210000.0
7594,Brunswick,1,u,S,Nelson,Northern Metropolitan,11918.0,5.2,Moreland,1.0,1.0,1.0,0.0,58.0,528000.0
7595,Brunswick,3,h,S,Caine,Northern Metropolitan,11918.0,5.2,Moreland,3.0,1.0,1.0,249.0,116.0,1115000.0
7597,Brunswick,2,u,S,Ray,Northern Metropolitan,11918.0,5.2,Moreland,2.0,1.0,1.0,638.0,48.0,320000.0
7599,Brunswick,3,h,S,Jellis,Northern Metropolitan,11918.0,5.2,Moreland,3.0,2.0,1.0,192.0,120.0,1260000.0
7600,Brunswick,4,h,SP,Woodards,Northern Metropolitan,11918.0,5.2,Moreland,4.0,2.0,1.0,373.0,200.0,1210000.0
7604,Brunswick,4,h,PI,Jellis,Northern Metropolitan,11918.0,5.2,Moreland,4.0,2.0,4.0,650.0,173.45,1385000.0
7605,Brunswick,3,t,SP,Nelson,Northern Metropolitan,11918.0,5.2,Moreland,3.0,2.0,1.0,122.0,140.0,981000.0
7606,Brunswick,1,u,SP,Harcourts,Northern Metropolitan,11918.0,5.2,Moreland,1.0,1.0,1.0,0.0,51.0,418000.0
7607,Brunswick,2,u,PI,Jellis,Northern Metropolitan,11918.0,5.2,Moreland,2.0,1.0,1.0,430.0,258.0,585000.0
7608,Brunswick,4,h,VB,Nelson,Northern Metropolitan,11918.0,5.2,Moreland,4.0,3.0,2.0,0.0,212.0,1900000.0
7613,Brunswick,2,h,SP,Jellis,Northern Metropolitan,11918.0,5.2,Moreland,2.0,1.0,0.0,148.0,75.0,884000.0
7615,Brunswick,2,u,VB,Brad,Northern Metropolitan,11918.0,5.2,Moreland,2.0,1.0,1.0,557.0,57.0,480000.0
7619,Brunswick East,4,h,S,Jellis,Northern Metropolitan,5533.0,4.5,Moreland,4.0,1.0,2.0,449.0,159.0,1310000.0
7620,Brunswick East,2,h,S,Jellis,Northern Metropolitan,5533.0,4.5,Moreland,2.0,1.0,1.0,263.0,109.0,1283000.0
7622,Brunswick East,2,h,S,Nelson,Northern Metropolitan,5533.0,4.5,Moreland,2.0,1.0,0.0,137.0,67.0,1015000.0
7627,Brunswick East,2,u,SP,Pagan,Northern Metropolitan,5533.0,4.5,Moreland,2.0,1.0,1.0,0.0,70.0,435000.0
7631,Brunswick East,2,u,SP,Jellis,Northern Metropolitan,5533.0,4.5,Moreland,2.0,1.0,2.0,0.0,96.0,835000.0
7632,Brunswick East,3,h,S,Jellis,Northern Metropolitan,5533.0,4.5,Moreland,3.0,1.0,3.0,446.0,125.0,1500000.0
7633,Brunswick West,2,u,SP,hockingstuart,Northern Metropolitan,7082.0,5.9,Moreland,2.0,1.0,1.0,1097.0,67.0,407500.0
7635,Brunswick West,2,h,PI,Nelson,Northern Metropolitan,7082.0,5.9,Moreland,2.0,1.0,0.0,207.0,77.0,825000.0
7636,Brunswick West,3,h,SP,Nelson,Northern Metropolitan,7082.0,5.9,Moreland,3.0,3.0,1.0,131.0,109.0,645000.0
7639,Brunswick West,3,h,S,Woodards,Northern Metropolitan,7082.0,5.9,Moreland,3.0,1.0,1.0,335.0,113.0,1220000.0
7641,Brunswick West,3,h,VB,Nelson,Northern Metropolitan,7082.0,5.9,Moreland,3.0,2.0,1.0,169.0,139.0,1100000.0
7643,Brunswick West,3,t,PI,Nelson,Northern Metropolitan,7082.0,5.9,Moreland,3.0,1.0,2.0,109.0,104.0,670000.0
7644,Brunswick West,2,u,S,RW,Northern Metropolitan,7082.0,5.9,Moreland,2.0,1.0,1.0,559.0,57.0,640000.0
7646,Brunswick West,2,h,VB,Jellis,Northern Metropolitan,7082.0,5.9,Moreland,2.0,1.0,1.0,0.0,59.0,545000.0
7647,Brunswick West,4,h,S,Nelson,Northern Metropolitan,7082.0,5.9,Moreland,4.0,2.0,2.0,518.0,160.0,1205000.0
7648,Bulleen,3,u,S,Jellis,Eastern Metropolitan,4480.0,11.8,Manningham,3.0,1.0,1.0,0.0,110.0,860000.0
7649,Bulleen,2,t,S,Barry,Eastern Metropolitan,4480.0,11.8,Manningham,2.0,1.0,2.0,135.0,76.0,599900.0
7651,Bulleen,4,t,SP,Barry,Eastern Metropolitan,4480.0,11.8,Manningham,4.0,2.0,2.0,190.0,133.0,910000.0
7652,Bulleen,3,h,S,Barry,Eastern Metropolitan,4480.0,11.8,Manningham,3.0,2.0,3.0,709.0,143.0,1100000.0
7653,Bulleen,5,h,S,RT,Eastern Metropolitan,4480.0,11.8,Manningham,5.0,4.0,4.0,564.0,185.0,1730000.0
7658,Burwood,6,h,S,Ray,Southern Metropolitan,5678.0,11.7,Whitehorse,6.0,2.0,2.0,665.0,209.0,1591000.0
7661,Burwood,3,t,VB,Reed,Southern Metropolitan,5678.0,11.7,Whitehorse,3.0,2.0,2.0,267.0,150.0,975000.0
7663,Burwood,2,h,S,Noel,Southern Metropolitan,5678.0,11.7,Whitehorse,2.0,1.0,1.0,271.0,160.0,870000.0
7665,Burwood,2,h,S,Lindellas,Southern Metropolitan,5678.0,11.7,Whitehorse,1.0,1.0,1.0,698.0,196.0,1815000.0
7666,Burwood,3,h,SP,Jellis,Southern Metropolitan,5678.0,11.7,Monash,3.0,2.0,4.0,862.0,179.3,1590000.0
7668,Burwood,4,h,S,McGrath,Southern Metropolitan,5678.0,11.7,Whitehorse,4.0,2.0,1.0,863.0,165.0,1601000.0
7669,Burwood,5,h,S,Buxton,Southern Metropolitan,5678.0,11.7,Whitehorse,5.0,1.0,2.0,633.0,182.0,1225000.0
7670,Camberwell,3,h,S,Nelson,Southern Metropolitan,8920.0,7.8,Boroondara,3.0,1.0,2.0,643.0,116.0,1930000.0
7672,Camberwell,4,h,S,Fletchers,Southern Metropolitan,8920.0,7.8,Boroondara,4.0,2.0,0.0,670.0,176.0,2216000.0
7673,Camberwell,4,h,S,Fletchers,Southern Metropolitan,8920.0,7.8,Boroondara,4.0,1.0,3.0,572.0,150.0,2110000.0
7677,Camberwell,2,h,S,Noel,Southern Metropolitan,8920.0,7.8,Boroondara,2.0,1.0,3.0,633.0,134.3,1900000.0
7678,Camberwell,3,h,S,Jellis,Southern Metropolitan,8920.0,7.8,Boroondara,3.0,2.0,2.0,575.0,155.0,1620000.0
7679,Camberwell,4,h,S,Marshall,Southern Metropolitan,8920.0,7.8,Boroondara,4.0,2.0,1.0,790.0,251.0,3550000.0
7683,Camberwell,3,h,S,Marshall,Southern Metropolitan,8920.0,7.8,Boroondara,3.0,1.0,2.0,400.0,145.0,1905000.0
7685,Camberwell,4,h,S,Marshall,Southern Metropolitan,8920.0,7.8,Boroondara,4.0,2.0,2.0,742.0,280.0,2990000.0
7688,Camberwell,3,u,S,Marshall,Southern Metropolitan,8920.0,7.8,Boroondara,3.0,1.0,1.0,112.0,85.0,835000.0
7692,Canterbury,5,h,VB,Sotheby's,Southern Metropolitan,3265.0,9.0,Boroondara,5.0,5.0,4.0,2079.0,464.3,8000000.0
7694,Canterbury,3,h,S,Marshall,Southern Metropolitan,3265.0,9.0,Boroondara,3.0,2.0,2.0,857.0,250.0,3725000.0
7695,Carlton North,4,h,S,Nelson,Northern Metropolitan,3106.0,3.2,Yarra,4.0,2.0,1.0,515.0,203.0,3450000.0
7696,Carlton North,2,h,S,Nelson,Northern Metropolitan,3106.0,3.2,Yarra,2.0,1.0,0.0,119.0,76.77,1290000.0
7703,Carnegie,2,u,S,Noel,Southern Metropolitan,7822.0,11.4,Glen Eira,2.0,1.0,1.0,0.0,73.0,635000.0
7706,Carnegie,1,u,S,Woodards,Southern Metropolitan,7822.0,11.4,Glen Eira,1.0,1.0,1.0,0.0,46.0,305000.0
7708,Carnegie,3,h,PI,hockingstuart,Southern Metropolitan,7822.0,11.4,Glen Eira,3.0,2.0,2.0,515.0,156.0,1200000.0
7709,Carnegie,3,u,S,hockingstuart,Southern Metropolitan,7822.0,11.4,Glen Eira,3.0,1.0,2.0,1103.0,100.0,945000.0
7712,Carnegie,4,h,S,Ray,Southern Metropolitan,7822.0,11.4,Glen Eira,4.0,2.0,2.0,615.0,193.0,1667000.0
7713,Carnegie,1,u,S,Ray,Southern Metropolitan,7822.0,11.4,Glen Eira,1.0,1.0,1.0,0.0,46.0,330000.0
7714,Carnegie,3,u,S,hockingstuart,Southern Metropolitan,7822.0,11.4,Glen Eira,3.0,1.0,1.0,0.0,84.0,577000.0
7716,Caulfield North,1,u,SP,Gary,Southern Metropolitan,6923.0,8.1,Glen Eira,1.0,1.0,1.0,750.0,43.0,305000.0
7722,Caulfield North,2,u,S,Gary,Southern Metropolitan,6923.0,8.1,Glen Eira,2.0,2.0,1.0,0.0,85.0,742500.0
7725,Caulfield South,2,u,S,Biggin,Southern Metropolitan,5051.0,9.3,Glen Eira,2.0,1.0,1.0,0.0,71.0,630000.0
7726,Caulfield South,3,h,S,Biggin,Southern Metropolitan,5051.0,9.3,Glen Eira,3.0,2.0,1.0,305.0,129.0,1350000.0
7728,Caulfield South,2,u,S,hockingstuart,Southern Metropolitan,5051.0,9.3,Glen Eira,2.0,1.0,1.0,0.0,61.0,490000.0
7729,Chadstone,3,u,PI,Ray,Southern Metropolitan,3582.0,13.6,Monash,3.0,2.0,2.0,235.0,112.0,701000.0
7730,Chadstone,3,t,S,Buxton,Southern Metropolitan,3582.0,13.6,Monash,3.0,1.0,2.0,418.0,132.0,905000.0
7731,Chadstone,3,u,SA,Buxton,Southern Metropolitan,3582.0,13.6,Monash,3.0,2.0,2.0,286.0,124.0,988000.0
7732,Chadstone,3,t,VB,hockingstuart,Southern Metropolitan,3582.0,13.6,Monash,3.0,2.0,2.0,213.0,115.0,820000.0
7734,Clifton Hill,3,h,S,Nelson,Northern Metropolitan,2954.0,3.4,Yarra,3.0,1.0,1.0,230.0,127.0,1500000.0
7735,Clifton Hill,2,u,S,Jellis,Northern Metropolitan,2954.0,3.4,Yarra,2.0,1.0,1.0,72.0,90.0,641000.0
7736,Clifton Hill,2,h,S,Jellis,Northern Metropolitan,2954.0,3.4,Yarra,2.0,1.0,0.0,158.0,95.0,1250000.0
7737,Clifton Hill,3,h,S,Nelson,Northern Metropolitan,2954.0,3.4,Yarra,3.0,1.0,0.0,276.0,170.0,1652500.0
7740,Clifton Hill,1,u,S,Haughton,Northern Metropolitan,2954.0,3.4,Yarra,1.0,1.0,1.0,0.0,45.0,465000.0
7745,Coburg,2,u,S,Barry,Northern Metropolitan,11204.0,7.8,Moreland,2.0,1.0,0.0,388.0,69.0,495000.0
7746,Coburg,2,h,S,Raine,Northern Metropolitan,11204.0,7.8,Moreland,2.0,1.0,0.0,275.0,106.2,930000.0
7747,Coburg,2,t,S,hockingstuart,Northern Metropolitan,11204.0,7.8,Moreland,2.0,1.0,1.0,0.0,112.9,781000.0
7749,Coburg,2,h,SP,Jellis,Northern Metropolitan,11204.0,7.8,Moreland,2.0,1.0,2.0,0.0,64.0,677776.0
7751,Coburg,4,t,S,Collins,Northern Metropolitan,11204.0,7.8,Moreland,4.0,2.0,1.0,3747.0,143.0,680000.0
7754,Coburg,3,t,S,Barry,Northern Metropolitan,11204.0,7.8,Moreland,3.0,1.0,2.0,120.0,113.76,824000.0
7759,Coburg,4,h,VB,Nelson,Northern Metropolitan,11204.0,7.8,Moreland,4.0,2.0,1.0,453.0,187.0,1500000.0
7761,Coburg,4,h,S,Nelson,Northern Metropolitan,11204.0,7.8,Moreland,4.0,2.0,1.0,172.0,135.0,1005000.0
7762,Coburg,4,h,SP,Ray,Northern Metropolitan,11204.0,7.8,Moreland,4.0,2.0,1.0,398.0,123.0,901000.0
7763,Coburg,3,h,S,Barry,Northern Metropolitan,11204.0,7.8,Moreland,3.0,1.0,3.0,414.0,153.1,990000.0
7764,Coburg,6,h,S,Brad,Northern Metropolitan,11204.0,7.8,Moreland,6.0,3.0,4.0,768.0,285.0,1455000.0
